-0.035339214	-0.0024742743	-0.02606884	0.0005370087	0.0075138425	0.024398426	-0.021921992	-0.00012212148	-0.004819521	0.038731813	0.022797566	0.015760295	-0.083460905	0.028349683	0.018891588	-0.028398672
0.037208855	-0.08416632	-0.06578567	-0.023672529	-0.1319629	0.061666984	-0.015948307	-0.012254282	-0.104571134	-0.064354606	0.013599368	0.033372898	-0.054684255	-0.0030809974	-0.012194364	0.036972463
0.055596218	-0.17074353	-0.01991087	0.009981544	-0.19501634	0.07328516	-0.12038448	-0.0973548	-0.17318124	-0.07371832	0.1183719	-0.005739362	-0.18382505	-0.0993153	-0.05526651	0.08027002
-0.1582097	0.30655152	0.16719115	-0.22825783	-0.028428074	-0.32108572	0.27444008	0.15436463	0.32957634	0.2736056	-0.3507825	0.21688648	0.23577559	0.2686805	0.17523456	-0.23042718
0.0040771305	0.014828696	0.049112927	-0.023265658	-0.10136238	-0.01753722	0.003142157	-0.0033012624	-0.03259983	0.05935018	-0.07912493	0.03154522	0.00875902	0.01322544	0.06746253	-0.047779527
0.024351522	-0.038981013	-0.029013235	0.03666304	-0.08302452	0.03292394	0.008180288	-0.036540456	-0.09432477	-0.017849497	-0.006081569	-0.046496987	-0.038804054	-0.035343528	-0.054041136	0.04777893
-0.1368944	0.21802947	0.18562806	-0.22822316	-0.06719854	-0.24070118	0.27947056	0.20344284	0.20997529	0.25454283	-0.3062576	0.27520037	0.24219786	0.24096653	0.21209002	-0.24703497
0.05630548	-0.0045784344	-0.03710113	0.007480901	-0.13546307	0.02062459	-0.023267642	-0.047885858	0.002032233	-0.041666068	0.07836383	-0.020527417	-0.08238132	-0.054962367	-0.066436954	0.023847602
-0.15835905	0.2823085	0.26238728	-0.24998638	0.011605797	-0.21433511	0.22384492	0.23618552	0.28739136	0.2360478	-0.23984994	0.28115532	0.22528504	0.28534478	0.19546199	-0.27599013
-0.03490596	-0.021612175	-0.0202685	-0.039136548	-0.059742164	-0.052661713	0.023222366	0.02316843	0.0024725683	-0.0020559765	-0.0043528075	-0.0032218567	-0.019579688	-0.023064336	0.045710493	-0.046288654
-0.21681148	0.27107093	0.26424778	-0.17818299	-0.15394989	-0.27025437	0.27384853	0.26683724	0.31680942	0.19232786	-0.2802045	0.29535592	0.2207634	0.2542358	0.29349494	-0.2323962
0.031494997	-0.028996846	-0.0049610552	-0.0061188345	0.036639873	-0.023280406	-0.05648071	-0.0027609945	-0.07556077	-0.028576482	-0.008793833	-0.024118498	-0.08178839	-0.0033587276	-0.034293257	-0.019047132
-0.01079693	0.12983352	0.11030847	-0.07401809	0.016856147	-0.19872463	0.15239479	0.06431947	0.20030548	0.15390639	-0.17529313	0.10136649	0.19160217	0.068759374	0.10406488	-0.12540427
